Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID
hinatabreak,@hinatabreak,2024-11-20T08:04:51.000Z,False,By this generation of brits is responsible for the war in Iraq and funding Israel,0,0,0,2,[],[],[],https://pbs.twimg.com/profile_images/833141987373150209/uWpJI9z-_bigger.jpg,https://x.com/hinatabreak/status/1859145872556142837,tweet_id:1859145872556142837
Tameem | تميم,@TameeOliveFern,2024-11-20T08:04:51.000Z,False,"True.
excluding inactive combatants/reserves/armed “civilians” who were eliminated on Oct 7 itself.
Also excluding mercenaries, & those who were captured in Gaza.",0,0,0,4,[],[],[],https://pbs.twimg.com/profile_images/1639860941755150337/XNDCYC5k_bigger.jpg,https://x.com/TameeOliveFern/status/1859145872354750856,tweet_id:1859145872354750856
stigg,@stigg2002,2024-11-20T08:04:51.000Z,False,some people think every effing thing is about money.l especially israel,0,0,0,1,[],[],[],https://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png,https://x.com/stigg2002/status/1859145868710211957,tweet_id:1859145868710211957
Kerly,@KerrillT,2024-11-20T08:04:50.000Z,True,"Israel, backed by Europe & the US, is commiting one horrific crime against humanity after another. All the while acting like they are the moral guardians of the universe - we have a completely psychotic political & media class in the western world",0,0,0,3,[],[],[],https://pbs.twimg.com/profile_images/1684288547702837248/2D4LXSKF_bigger.jpg,https://x.com/KerrillT/status/1859145868135284983,tweet_id:1859145868135284983
Tsaretsa,@MNdlondlo3,2024-11-20T08:04:50.000Z,False,"Nywere nywere #FreePalestine, then they vote for pro Israel party. Hypocrites.",0,0,0,3,['#FreePalestine'],[],[],https://pbs.twimg.com/profile_images/1762110944094633984/zTejFVGb_bigger.jpg,https://x.com/MNdlondlo3/status/1859145867510378510,tweet_id:1859145867510378510
Audeo S,@audioshitehawk,2024-11-20T08:04:49.000Z,False,"Gaza is facing deepening anarchy as the last remnants of civil order  break down, leaving a vacuum increasingly filled by armed gangs, clans,  powerful families and criminals.",0,0,0,3,[],[],[],https://pbs.twimg.com/profile_images/1852428659539279872/Xh1VvICs_bigger.jpg,https://x.com/audioshitehawk/status/1859145863269855511,tweet_id:1859145863269855511
Kassandra,@kassie_1972,2024-11-20T08:04:45.000Z,True,"Comprehension wasn't the issue. You allowed lies and hate speech that endanger Palestinians and Muslims everywhere. You never pushed back about ""Israel"" being theirs, or countered their propaganda about hostages by asking about the 10,300 Palestinian men, women, and CHILDREN held",0,0,0,3,[],[],[],https://pbs.twimg.com/profile_images/1827465584696561664/0fmb28M-_bigger.jpg,https://x.com/kassie_1972/status/1859145846475907092,tweet_id:1859145846475907092
Data & Analytics,@howdataworks,2024-11-20T08:04:45.000Z,True,", israel's tech scene is buzzing! A deep dive into the data with Yariv sounds like a solid move. Any particular insights that caught your eye?",0,0,0,2,[],['@YoelTIsrael'],[],https://pbs.twimg.com/profile_images/1801306933158117376/97s2jHRz_bigger.jpg,https://x.com/howdataworks/status/1859145845280481372,tweet_id:1859145845280481372
Gypsy Denin,@GypsyDenin,2024-11-20T08:04:44.000Z,False,Israel is panicking.,0,0,0,1,[],[],[],https://pbs.twimg.com/profile_images/1294912310922735617/J4nDbuzs_bigger.jpg,https://x.com/GypsyDenin/status/1859145842734887326,tweet_id:1859145842734887326
OJ,@Ismellshitlib,2024-11-20T08:04:44.000Z,False,Israel is the terrorists,0,0,0,2,[],[],[],https://pbs.twimg.com/profile_images/1695295139982299137/pLqZg_Hr_bigger.jpg,https://x.com/Ismellshitlib/status/1859145841606271329,tweet_id:1859145841606271329
Tango&Cash,@TangoNcherry,2024-11-20T08:04:43.000Z,False,So do you laugh the same when Israel claim self defence as that's exactly what they are doing?,0,0,0,3,[],[],[],https://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png,https://x.com/TangoNcherry/status/1859145836719915018,tweet_id:1859145836719915018
Abdulwasi'i Alabi,@Con_quis_tador,2024-11-20T08:04:41.000Z,False,"I guessed you never knew that the documentary was done earlier by Israelis in Israel, right?You can also check how ""false"" the documentary is yourself. Here's a link to watch it.",0,0,0,1,[],[],"['\\U0001f62d', '\\U0001f602', '\\U0001f602', '\\U0001f602']",https://pbs.twimg.com/profile_images/1536443916639252483/sOlewF6Y_bigger.jpg,https://x.com/Con_quis_tador/status/1859145829166313593,tweet_id:1859145829166313593
"DrSharjeel, MD Medicine",@DrsharjeelMd,2024-11-20T08:04:40.000Z,False,"Those who never condemn & lack basic moral values, on contrary enjoy genocide of infants in Palestine & Lebanon, are wishing happy children’s day on their timeline, what an irony & hypocrisy exhibited by these individuals who exist but are slaves to worldly desires",0,0,0,3,[],[],['\\U0001f9d0'],https://pbs.twimg.com/profile_images/1783223871140925440/kc4VVsHK_bigger.jpg,https://x.com/DrsharjeelMd/status/1859145826276086050,tweet_id:1859145826276086050
Batman,@imthebatmaann,2024-11-20T08:04:38.000Z,True,America first vs Israel first,0,0,0,2,[],[],[],https://pbs.twimg.com/profile_images/1838957745338298368/zrIvU5Hn_bigger.jpg,https://x.com/imthebatmaann/status/1859145817149632658,tweet_id:1859145817149632658
Shale FREE PALESTINE,@Doja313,2024-11-20T08:04:37.000Z,False,"OMG I'm not sure.  But I do know the attorney is effective. Between all the love and support from you all and his beast attorney, I gotta believe Rome will be coming home sooner than later. #GetRomeHome",0,0,0,0,['#GetRomeHome'],[],[],https://pbs.twimg.com/profile_images/1482480275338760201/nS-fosQj_bigger.jpg,https://x.com/Doja313/status/1859145813584155011,tweet_id:1859145813584155011
The Futurist Devil,@FuturistDevil,2024-11-20T08:04:35.000Z,True,...for Israel.,0,0,0,2,[],[],[],https://pbs.twimg.com/profile_images/1500775691553583105/SsIU_A3Z_bigger.jpg,https://x.com/FuturistDevil/status/1859145804117930048,tweet_id:1859145804117930048
Jewish News Syndicate,@JNS_org,2024-11-20T08:04:34.000Z,True,"WHO IS DR. OZ?
Mehet Oz is a Turkish-American TV presenter and Professor Emeritus of Cardiothoracic surgery.
▸A self-described 'moderate Republican. Oz ran for Senate in 2022 losing to John Fetterman
▸He has been outspoken about his support for Israel and opposition to BDS",0,0,0,32,[],[],[],https://pbs.twimg.com/profile_images/1843558145773215744/IUnirqZL_bigger.jpg,https://x.com/JNS_org/status/1859145799608791309,tweet_id:1859145799608791309
MadDash_25,@lunarorbit25,2024-11-20T08:04:33.000Z,False,But it is not with tremendous sadness that you continue to enable genocide in Gaza. I think you love it. Hypocrites,0,0,0,2,[],[],[],https://pbs.twimg.com/profile_images/1607838877003251718/All5_MJk_bigger.jpg,https://x.com/lunarorbit25/status/1859145795775193248,tweet_id:1859145795775193248
Samuel E. López,@samuelernestop1,2024-11-20T08:04:33.000Z,False,"You are correct about Oct 7th. Typo: Israel started the massacres oct 7, 1948. That is terrorism. Imagine if the 6k had survived? There would be barely any people left on Earth. In fact I will send you what Jews do in Canada.",0,0,0,3,[],[],[],https://pbs.twimg.com/profile_images/1838025518223958016/fG_ITvcU_bigger.jpg,https://x.com/samuelernestop1/status/1859145795682877776,tweet_id:1859145795682877776
woolsey weaves,@thingy665,2024-11-20T08:04:32.000Z,False,"oh, so gaza has been occupied since 1967 and blockaded since 1991, exactly like I said? thank for conceding.

hamas has been very clear about their demands. how many times do you need to hear them.",0,0,0,4,[],[],[],https://pbs.twimg.com/profile_images/1840673165862920192/2YYDZ0Na_bigger.jpg,https://x.com/thingy665/status/1859145792990130572,tweet_id:1859145792990130572
Israel Akwuba,@AkwubaIsrael,2024-11-20T08:04:32.000Z,False,Boss please help my life ,0,0,0,2,[],[],['\\U0001f64f'],https://pbs.twimg.com/profile_images/1838497795809927168/tTzeAIIp_bigger.jpg,https://x.com/AkwubaIsrael/status/1859145790238646753,tweet_id:1859145790238646753
Shiri_Sabra,@sabra_the,2024-11-20T08:04:32.000Z,False,"Listen you little fraud antisemite Islamist with zero followers, do you think your opinion means anything to us the jewish people living in Israel? We’re prospering living happy… while your Allah is allowing Israel to win and you’re all losing.. ignoramus. Don’t start wars with",0,0,0,3,[],[],[],https://pbs.twimg.com/profile_images/1721415149897351168/AlThHasB_bigger.jpg,https://x.com/sabra_the/status/1859145789227901122,tweet_id:1859145789227901122
Saiful,@CmdrArminius,2024-11-20T08:04:32.000Z,False,Having the US military based in Saudi Arabia is likely to protect Israel then other Muslim brother countries,0,0,0,3,[],[],[],https://pbs.twimg.com/profile_images/378800000801011322/35d60581b7a58bcfb34df7f0938cda74_bigger.jpeg,https://x.com/CmdrArminius/status/1859145789131628550,tweet_id:1859145789131628550
Morton,@amortizedemise,2024-11-20T08:04:29.000Z,False,The only thing Palestinians and their supporters crave is the destruction of Israel and the West. They are truly evil.,0,0,0,2,[],[],[],https://pbs.twimg.com/profile_images/1721931393020649472/EGmpfQXq_bigger.png,https://x.com/amortizedemise/status/1859145780302672158,tweet_id:1859145780302672158
@artdecolady #StarmerOut #ItWasAScam,@artdecolady #StarmerOut #ItWasAScam,2024-11-20T08:04:28.000Z,False,"Israel could have had their hostages back over a year ago, but Netanyahu wanted a war. Stop blaming everyone but yourselves and occasionally blame your shitty little fascist country and its evil leadership.",0,0,0,7,[],[],[],https://pbs.twimg.com/profile_images/1000986653106868224/wwvXTrTu_bigger.jpg,https://x.com/Teresa_Peckham/status/1859145774463926353,tweet_id:1859145774463926353
Mamdouh Mohamed,@Mamdouh61167,2024-11-20T08:04:27.000Z,False,"Every successful operation by the resistance is a powerful message: the people of Gaza will not bow to oppression, no matter the odds. Respect to their resilience.",0,0,0,2,[],[],[],https://pbs.twimg.com/profile_images/1753069679160000512/vVIkvLip_bigger.jpg,https://x.com/Mamdouh61167/status/1859145769451762050,tweet_id:1859145769451762050
W. Pro Israel Reagan Republican,@lou_twin,2024-11-20T08:04:26.000Z,True,Makes my skin crawl.,0,0,0,6,[],[],[],https://pbs.twimg.com/profile_images/1845567580230279168/v9ixw0PX_bigger.jpg,https://x.com/lou_twin/status/1859145766880899575,tweet_id:1859145766880899575
Realonesiphore,@RealOnesiphore,2024-11-20T08:04:25.000Z,False,All the 47k + killed in Gaza for nothing? He's offering $5M reward for each released Israel Hostage?  When this dude will arrested ?,0,0,0,4,[],[],['\\U0001f914'],https://pbs.twimg.com/profile_images/1843016480033480704/a97PHsJJ_bigger.jpg,https://x.com/RealOnesiphore/status/1859145761323127153,tweet_id:1859145761323127153
Wolfyne Mozart,@Wolfypolitics,2024-11-20T08:04:25.000Z,False,"If Israel falls, international jihad against the West will have a victory. They are extremely brutal and we are weak - their next step will be Greece (extremely weak at the moment) and Europe under leftist establishment is very vulnerable. Islamism+communism is a real threat.",0,0,0,10,[],[],[],https://pbs.twimg.com/profile_images/1844992321810497538/rj8ued59_bigger.jpg,https://x.com/Wolfypolitics/status/1859145760597831845,tweet_id:1859145760597831845
Gobdrob,@Gobdrob247,2024-11-20T08:04:24.000Z,False,"Also “Israel has freedom of press” is ironic when banned Al jazeera for exposing them, as well as the fact that Israel religiously kills reporters",0,0,0,5,[],[],[],https://pbs.twimg.com/profile_images/1853341037215006720/ZBzG0Str_bigger.jpg,https://x.com/Gobdrob247/status/1859145759582507018,tweet_id:1859145759582507018
سیدمجید نظام,@ZxddXOxY2D7uITr,2024-11-20T08:04:24.000Z,False,"In any case, you and the western rulers can, like fools and shamelessly, introduce Israel as the oppressed.  But the nations of the world have woken up and know who is the oppressed and who is the criminal.  Israel takes its last breath and rushes to destruction.",0,0,0,8,[],[],[],https://pbs.twimg.com/profile_images/1247730467228602368/oPMjui4j_bigger.jpg,https://x.com/ZxddXOxY2D7uITr/status/1859145759372841183,tweet_id:1859145759372841183
dannixo,@dannixo104075,2024-11-20T08:04:23.000Z,False,Which we have zero proof of besides Hezbollah reporting. No proof it was destroyed and no proof of the attacks with dead/wounded. Both Israel and Hezbollah lie out there ass holes.,0,0,0,5,[],[],[],https://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png,https://x.com/dannixo104075/status/1859145755149185167,tweet_id:1859145755149185167
baba T. O,@BabaTOlanguage,2024-11-20T08:04:22.000Z,False,Y’all should stick to one script. Ya ll terrorist Hamas supporters will show us videos how Gaza was a beautiful city before the war started. So what has changed,0,0,0,3,[],[],[],https://pbs.twimg.com/profile_images/1700955314064097280/iPM5167Z_bigger.jpg,https://x.com/BabaTOlanguage/status/1859145747222151518,tweet_id:1859145747222151518
Philip,@2030Philip,2024-11-20T08:04:20.000Z,False,Don’t worry Israel would never look at doing exactly the same thing. Because that’s racist if we did it they would run of to NATO .,0,0,0,5,[],[],[],https://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png,https://x.com/2030Philip/status/1859145739944984723,tweet_id:1859145739944984723
Frances 'Cassandra' Coppola,@Frances_Coppola,2024-11-20T08:04:20.000Z,True,You launched an unprovoked attack on Gaza to boost your ratings in the opinion polls ahead of the November 2022 election (which you lost anyway). You have zero credibility. Sit down and shut up.,0,0,0,220,[],[],[],https://pbs.twimg.com/profile_images/1807640125360238592/SBcjlvWG_bigger.jpg,https://x.com/Frances_Coppola/status/1859145738984583652,tweet_id:1859145738984583652
Jason Napa,@jasonnap,2024-11-20T08:04:20.000Z,False,What other conclusions can be drawn from the Gaza experiment?,0,0,0,2,[],[],[],https://pbs.twimg.com/profile_images/1824921797755596800/a71nVn2z_bigger.jpg,https://x.com/jasonnap/status/1859145738913010165,tweet_id:1859145738913010165
Israel Israeli,@MickeySchneider,2024-11-20T08:04:18.000Z,False,Why or who are you. If you are aiding terrorists say so. At least we know to target you,0,0,0,2,[],[],[],https://pbs.twimg.com/profile_images/1819752722066726912/pPJF-3zp_bigger.jpg,https://x.com/MickeySchneider/status/1859145731384479982,tweet_id:1859145731384479982
Alan Weissman,@Texadw,2024-11-20T08:04:18.000Z,False,"So they're tiny, decimated & < equipped. Meaning if Israel wanted to genocide Gaza, it'd be really easy & quick, right?

It's been over a year - clear proof that Israel doesn't want genocide or Gaza.",0,0,0,6,[],[],[],https://pbs.twimg.com/profile_images/1739759317484523520/TPg4h4Fo_bigger.jpg,https://x.com/Texadw/status/1859145731040219453,tweet_id:1859145731040219453
ARK,@naronlla,2024-11-20T08:04:13.000Z,False,"When will apartheid Israel be banned?? 

They are not only a supremacist state, they are currently committing genocide!!! The worst of crimes

They are killing innocent civilians on an industrial scale, it is a pariah state for the whole world except for the hypocritical west",0,0,0,1,[],[],[],https://pbs.twimg.com/profile_images/1824149771482726400/Z_GZKpfz_bigger.jpg,https://x.com/naronlla/status/1859145713134731631,tweet_id:1859145713134731631
Pee Palestine,@PeePalestine,2024-11-20T08:04:13.000Z,False,All Good except for the Tax loot and soft take on sensitive topics like waqf. We deserve heartless and tough leaders working against terrorism and jihadism. Cant take the damage anymore from islam against our innocent people.,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1855685250099073024/u0oNI06m_bigger.jpg,https://x.com/PeePalestine/status/1859145712770187375,tweet_id:1859145712770187375
John SmithIsrael must prevail,@Unionbuster,2024-11-20T08:04:10.000Z,True,"The left is still at stage 1 of grief, namely denial#TrumpDerangementSyndrome",0,0,0,2,['#TrumpDerangementSyndrome'],[],[],https://pbs.twimg.com/profile_images/3780867883/b23e82500bf368d9c2b25459dd01a065_bigger.jpeg,https://x.com/Unionbuster/status/1859145699994001441,tweet_id:1859145699994001441
Back Is The Way Forward,@BackIsthew17438,2024-11-20T08:04:07.000Z,False,Keep blaming America and Israel for everything I’m sure it’ll solve these issue ,0,0,0,3,[],[],['\\U0001f44d'],https://pbs.twimg.com/profile_images/1844075916844040192/f0SKNtYk_bigger.jpg,https://x.com/BackIsthew17438/status/1859145687813812570,tweet_id:1859145687813812570
Tammam,@XChrona1,2024-11-20T08:04:04.000Z,False,"You’re right, why does Israel have nukes even though they’re not allowed to ",0,0,0,3,[],[],['\\U0001f914'],https://pbs.twimg.com/profile_images/1851972364948418560/KLRnKcGx_bigger.jpg,https://x.com/XChrona1/status/1859145674794676560,tweet_id:1859145674794676560
Tiff,@reallytiffish,2024-11-20T08:04:03.000Z,False,"Definitely see your point but let’s not act like trump didn’t say he’d let Israel finish the job & now that he’s president elect… plus that along with like every other insane thing he’s said & done, i think he’s at least in the running for the title ",0,0,0,2,[],[],['\\U0001f937\\U0001f3fc\\u200d\\u2640\\ufe0f'],https://pbs.twimg.com/profile_images/1833922375089573889/kJKgFRSZ_bigger.jpg,https://x.com/reallytiffish/status/1859145671145910479,tweet_id:1859145671145910479
dogoodyhoody,@dogoodyhoody,2024-11-20T08:04:03.000Z,True,"Your genocidal hatred against the Jewish people will meet the same fate as every other empire. You will be gone - we will still be here. 
AM ISRAEL CHAI",0,0,0,4,[],[],[],https://pbs.twimg.com/profile_images/1844014695281262592/jSDoNz30_bigger.jpg,https://x.com/dogoodyhoody/status/1859145669291712604,tweet_id:1859145669291712604
Larporello,@heretic027,2024-11-20T08:04:02.000Z,False,"Holy shit, this looks almost as bad as Gaza.",0,0,0,2,[],[],[],https://pbs.twimg.com/profile_images/982297672324386816/ljBa1NkW_bigger.jpg,https://x.com/heretic027/status/1859145667207200809,tweet_id:1859145667207200809
Gil Don,@GilDon898522,2024-11-20T08:04:02.000Z,False,"People in Gaza need - Saudi and the US to build it from scratch as a terrorist-free country once and for all.
It's not about who you support. It's about peace in the Middle East. Gaza was open. They came to work here until the terrorists came and put them in jail for decades.",0,0,0,4,[],[],[],https://pbs.twimg.com/profile_images/1732687238318669825/Oglo_CHm_bigger.jpg,https://x.com/GilDon898522/status/1859145664027832735,tweet_id:1859145664027832735
Jeetu,@Jeetu_Bhau,2024-11-20T08:03:59.000Z,False,"Yes, I see innocent children and oldies in this photo.

There exists no adults in Palestine!

That's how terrorist supporters justify their hate!",0,0,0,4,[],[],[],https://pbs.twimg.com/profile_images/1757625812465909760/Bd-RHYO-_bigger.jpg,https://x.com/Jeetu_Bhau/status/1859145652271264170,tweet_id:1859145652271264170
The Fault News™,@the_fault_news,2024-11-20T08:03:57.000Z,False,"Golden opportunity for Al Jazeera to earn 5 Million dollars, just inform your journalists in Gaza to release the hostages and get rewarded.",0,0,0,3,[],[],[],https://pbs.twimg.com/profile_images/1763850542390923265/QOzXZT-X_bigger.jpg,https://x.com/the_fault_news/status/1859145642586640640,tweet_id:1859145642586640640
CBN Israel,@cbnisraelaid,2024-11-20T08:03:54.000Z,True,"Hezbollah is said to be responding favorably to a U.S. ceasefire proposal, but as U.S. envoy Amos Hochstein arrived in Beirut for talks this morning, the terror group launched more missiles into central Israel.",0,0,0,22,[],[],[],https://pbs.twimg.com/profile_images/1853334968648544258/qLbAra_H_bigger.jpg,https://x.com/cbnisraelaid/status/1859145633275293784,tweet_id:1859145633275293784
СБУ Secret Bot,@whoknows197563,2024-11-20T08:03:53.000Z,True,That’s a dumb argument because Israel can’t do anything without American support. So they do as much as they can without losing American backing. They have Americans subsidizing it to 2300/ Israeli citizen so far. America struck down much of Irans attack. America supplies them or,0,0,0,3,[],[],[],https://pbs.twimg.com/profile_images/1591829805200277509/Cf9sDDPN_bigger.jpg,https://x.com/whoknows197563/status/1859145626199441655,tweet_id:1859145626199441655
ℭ𝔬𝔫𝔫𝔬𝔯,@Connor_RiceyGFC,2024-11-20T08:03:52.000Z,True,Still no mention of the literal genocide your government in funding in Palestine though is there? You absolute thunderbastard,0,0,0,13,[],[],[],https://pbs.twimg.com/profile_images/1808101512528228352/i8qg4FN2_bigger.jpg,https://x.com/Connor_RiceyGFC/status/1859145622923686203,tweet_id:1859145622923686203
MOHANNAD || GAZA,@Muhannad2oo6,2024-11-20T08:03:51.000Z,False,I hope you see my comments.,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1845465328823742477/D5cpbqVp_bigger.jpg,https://x.com/Muhannad2oo6/status/1859145618045768191,tweet_id:1859145618045768191
Кanan Stark Ancap,@koruptown,2024-11-20T08:03:51.000Z,False,Israel will beat Russia,0,0,0,30,[],[],[],https://pbs.twimg.com/profile_images/1852421700136091648/Z7K9WA6B_bigger.jpg,https://x.com/koruptown/status/1859145617324355925,tweet_id:1859145617324355925
Naruto_shippuden,@Naruto789316,2024-11-20T08:03:50.000Z,False,"Stone age people lived better life than Palestine beggars, they used to hunt their own,Palestines r begging money on Instagram .  

Heard Palestine people can't shit, because they dont have food to eat .

Thanks to Allah, for destroying Palestine . Keep going ",0,0,0,8,[],[],"['\\U0001f923', '\\U0001f92e', '\\U0001f6d0']",https://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png,https://x.com/Naruto789316/status/1859145615986352606,tweet_id:1859145615986352606
آلاء سعود,@ph_alaa_saud,2024-11-20T08:03:49.000Z,False,"An American influencer mocks Zionist attempts to win his support, responding that Israel didn’t exist in 1947 and that they are nothing but tax thieves and distorters of religious texts.#IsraeliNewNazism#JabaliaGenocide#حصار_السفارات",0,0,0,3,"['#IsraeliNewNazism', '#JabaliaGenocide', '#حصار_السفارات']",['@Gaza7o'],['\\U0001f53b'],https://pbs.twimg.com/profile_images/931949807693979648/Ct03MLs5_bigger.jpg,https://x.com/ph_alaa_saud/status/1859145612358242632,tweet_id:1859145612358242632
Holla,@thenarcisister,2024-11-20T08:03:49.000Z,False,Israel is god to these people. Complete insanity.,0,0,0,4,[],[],[],https://pbs.twimg.com/profile_images/1471878468447215622/R94YJRbY_bigger.jpg,https://x.com/thenarcisister/status/1859145611326497094,tweet_id:1859145611326497094
Israel,@Israel_6101,2024-11-20T08:03:45.000Z,False, I swear,0,0,0,2,[],[],"['\\U0001f602', '\\U0001f602', '\\U0001f602']",https://pbs.twimg.com/profile_images/1741923333032046592/bGTjhcG__bigger.jpg,https://x.com/Israel_6101/status/1859145595094790221,tweet_id:1859145595094790221
worm,@ctenophobe,2024-11-20T08:03:44.000Z,False,"Ok,

1) Biden has put basic restraints on Israel2) There is no genocide (but there was one on Oct 7, which you clearly don't care about)",0,0,0,7,[],[],[],https://pbs.twimg.com/profile_images/1371005947716374531/ck-GRBwO_bigger.jpg,https://x.com/ctenophobe/status/1859145591529648404,tweet_id:1859145591529648404
Professor Knocks,@ProfessorKnocks,2024-11-20T08:03:43.000Z,True,"We? You think you will win by delegitimizing Israel with your claims.  

Let me tell you how this ends. 

The Jews win.",0,0,0,8,[],[],[],https://pbs.twimg.com/profile_images/1831595669825691648/l4RVFQwc_bigger.jpg,https://x.com/ProfessorKnocks/status/1859145583648276876,tweet_id:1859145583648276876
keewa,@keewa,2024-11-20T08:03:42.000Z,False,"It tells you that:
A) No-one believes a word he says
and B) Israel has already killed all the hostages",0,0,0,53,[],[],[],https://pbs.twimg.com/profile_images/1592137857229094912/Hk4e7Hs4_bigger.jpg,https://x.com/keewa/status/1859145581752361184,tweet_id:1859145581752361184
Kie,@KieHirako9700,2024-11-20T08:03:42.000Z,False,"Y'all should not be surprised lol, that place is a liberal echo chamber. What do liberals want to do with Palestine-related issues? pretend they don't exist. Liberals want their own safe space wherein they don't have to face the reality of genocide being facilitated by LIBERALISM",0,0,0,17,[],[],[],https://pbs.twimg.com/profile_images/1471116642494996486/3tQtzb0b_bigger.jpg,https://x.com/KieHirako9700/status/1859145579995218252,tweet_id:1859145579995218252
Bukaree,@seniorkano,2024-11-20T08:03:41.000Z,False,Israel terrorist state,0,0,0,11,[],[],[],https://pbs.twimg.com/profile_images/1820576749744230400/RsogQhVl_bigger.jpg,https://x.com/seniorkano/status/1859145578866770021,tweet_id:1859145578866770021
Omkar Paranjpe,@OmkarParanjpe1,2024-11-20T08:03:41.000Z,False,"If You really wanted a ceasefire, you could have released the hostages and done a peace deal with Israel. It's that Simple.

People like you, who suck up to terrorists are the main reasons Gazans are in so much misery.",0,0,0,2,[],[],[],https://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png,https://x.com/OmkarParanjpe1/status/1859145577226805751,tweet_id:1859145577226805751
AshC,@AshC891,2024-11-20T08:03:40.000Z,False,"They are important tho. Because of the word ISRAEL in itself. He had 12 kids each Kid formed a Tribe each tribe has a role, example was a Priest, that’s the role of the Levi tribe. All the royals have to come from the tribe of Judah, David and Solomon as an example.",0,0,0,5,[],[],[],https://pbs.twimg.com/profile_images/1788292754394554368/ymGSkMbs_bigger.jpg,https://x.com/AshC891/status/1859145574966083804,tweet_id:1859145574966083804
5th Column 4 all 1st,@DaRonsTa,2024-11-20T08:03:40.000Z,False,Terrible things happen in war but a lot of times Israel is attacking people who aren't combatants.,0,0,0,2,[],[],[],https://pbs.twimg.com/profile_images/1836559067839631361/A1KJHR5W_bigger.jpg,https://x.com/DaRonsTa/status/1859145571996758252,tweet_id:1859145571996758252
Buzzing,@AslamBava,2024-11-20T08:03:40.000Z,True,"DRONES FLY FREELY OVER ISRAEL - RUN ISRAELIS, RUN.",0,0,0,4,[],[],[],https://pbs.twimg.com/profile_images/1847434012576391168/DWYBLZfX_bigger.jpg,https://x.com/AslamBava/status/1859145571275063314,tweet_id:1859145571275063314
Wes Davis,@SithKnight0,2024-11-20T08:03:38.000Z,False,"No, only the holy name Jesus Christ of Nazareth can deliver peace. Israel and its people deny and rebuke him to this very day. You do not yolk yourself with Christ deniers.",0,0,0,5,[],[],[],https://pbs.twimg.com/profile_images/1732779610767609857/F2OJ8e3B_bigger.jpg,https://x.com/SithKnight0/status/1859145563742060648,tweet_id:1859145563742060648
MOHANNAD || GAZA,@Muhannad2oo6,2024-11-20T08:03:38.000Z,False,Please repost and quote the pinned tweet on my page.,0,0,0,1,[],[],[],https://pbs.twimg.com/profile_images/1845465328823742477/D5cpbqVp_bigger.jpg,https://x.com/Muhannad2oo6/status/1859145562743837071,tweet_id:1859145562743837071
MOHANNAD || GAZA,@Muhannad2oo6,2024-11-20T08:03:36.000Z,False,Please repost and quote the pinned tweet on my page.,0,0,0,3,[],[],[],https://pbs.twimg.com/profile_images/1845465328823742477/D5cpbqVp_bigger.jpg,https://x.com/Muhannad2oo6/status/1859145557899391243,tweet_id:1859145557899391243
Jay Bonham,@bonham_jay,2024-11-20T08:03:36.000Z,False,"Rpmans 9: 30 What shall we say then? That Gentiles, who did not pursue righteousness, attained righteousness, but the righteousness that is by faith; 31 however, Israel, pursuing a law of righteousness, did not arrive at that law. 32 Why? Because they did not pursue it by faith,",0,0,0,2,[],[],[],https://pbs.twimg.com/profile_images/1751035829948977152/5NmCVxYQ_bigger.jpg,https://x.com/bonham_jay/status/1859145554699141584,tweet_id:1859145554699141584
Bruno,@Bruno9189427936,2024-11-20T08:03:32.000Z,False,"As long as its to protects Israel, what ever they is ok by me. 
God bless Israel 
God bless the ",0,0,0,4,[],['@IDF'],[],https://pbs.twimg.com/profile_images/1745387894435639296/jS2ND4kR_bigger.jpg,https://x.com/Bruno9189427936/status/1859145538639458513,tweet_id:1859145538639458513
ziv katz,@zivkatz263079,2024-11-20T08:03:30.000Z,False,u follow palestinian propaganda like blind. anything they'd say u think is true. i doubt it. but when it comes to israel u say: i don't know if it's true...i haven't seen evidents for systematic rapes...u r double standards hypocrite...,0,0,0,3,[],[],[],https://pbs.twimg.com/profile_images/1712210159362031616/q1q5f2EH_bigger.png,https://x.com/zivkatz263079/status/1859145532679053800,tweet_id:1859145532679053800
Reg,@ReahlyO,2024-11-20T08:03:30.000Z,False,Pro Palestinian marches are fine in Palestine go live there. Just stop oil protestors wearing synthetic fibres should be arrested for breaching the irony laws.,0,0,0,3,[],[],[],https://pbs.twimg.com/profile_images/1854653656370454537/Hyhk-ODX_bigger.jpg,https://x.com/ReahlyO/status/1859145531685056901,tweet_id:1859145531685056901
Dreaming On,@Yariquestion,2024-11-20T08:03:30.000Z,False,we are hapoy in israel bcz of the drugs,0,0,0,2,[],[],[],https://pbs.twimg.com/profile_images/1787058337600663552/AsB1_Q8N_bigger.jpg,https://x.com/Yariquestion/status/1859145529936039951,tweet_id:1859145529936039951
