,Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID,cleaned_tweets
96,T H U G,@King_Israel1,2024-11-20T08:22:36.000Z,False,"5k ,but na you get final say chief.",0,0,0,8,[],[],[],https://pbs.twimg.com/profile_images/1851769300786253824/owoOXEx0_bigger.jpg,https://x.com/King_Israel1/status/1859150336130162789,tweet_id:1859150336130162789,na get final say chief
97,Moral Fairground,@MoralFairground,2024-11-20T08:22:32.000Z,False," Looking for unique Christmas gifts? Visit the CollabConnect Pop-Up on Dec 6th at RMIT Activator Ground! From 10 AM - 8:30 PM, shop ethical & locally made treasures from brands like: Etiko 71Bay Karuna Dawn Palestine Fair Trade TreeKids & more!",0,0,0,9,[],[],"['\\U0001f384', '\\u2728', '\\U0001f6cd\\ufe0f', '\\U0001f31f', '\\U0001f31f', '\\U0001f31f', '\\U0001f31f', '\\U0001f31f']",https://pbs.twimg.com/profile_images/1219772004619829249/lv7zGBa9_bigger.jpg,https://x.com/MoralFairground/status/1859150320477274395,tweet_id:1859150320477274395,looking unique christmas gift visit collabconnect dec rmit activator ground pm shop ethical locally made treasure brand like etiko karuna dawn palestine fair trade treekids
98,FROM THE RIVER TO THE SEA ONLY PALESTINE,@afkhhan,2024-11-20T08:22:30.000Z,True,Israelis must be installing spying equipment on the fire engine before releasing it......unless you have done beforehand,0,0,0,1,[],[],[],https://pbs.twimg.com/profile_images/1721185115483607040/KAGAQsba_bigger.jpg,https://x.com/afkhhan/status/1859150311614529782,tweet_id:1859150311614529782,israeli must installing spying equipment fire engine releasing unless done beforehand
99,Brussels pedestrian,@bXLpedestrian,2024-11-20T08:22:27.000Z,False,These are staff and patients from another hospital attacked again by Israel,0,0,0,11,[],[],[],https://pbs.twimg.com/profile_images/1713085990011650048/S4waCbH2_bigger.jpg,https://x.com/bXLpedestrian/status/1859150300864495795,tweet_id:1859150300864495795,staff patient another hospital attacked israel
100,Robin,@robin_stephen,2024-11-20T08:22:26.000Z,False,Israel is 3000 years old and still won against a 600 year old Islam and a 100 year old Palestine.Palestine is as fake as WWE,0,0,0,5,[],[],[],https://pbs.twimg.com/profile_images/1222780676325273601/hHtNI0zl_bigger.jpg,https://x.com/robin_stephen/status/1859150295114092963,tweet_id:1859150295114092963,israel year old still year old islam year old fake wwe
101,Muhammed Suliman,@KreepyCrawly,2024-11-20T08:22:23.000Z,True,Here is the #FutureOfHealth in Gaza  as carried out by the same Zionists you are hosting at your summit.,0,0,0,2,['#FutureOfHealth'],['@Discovery_SA'],[],https://pbs.twimg.com/profile_images/947847344036433920/bm19Azn-_bigger.jpg,https://x.com/KreepyCrawly/status/1859150281704866235,tweet_id:1859150281704866235,futureofhealth gaza carried zionist hosting summit
102,MayorX,@majorofx,2024-11-20T08:22:23.000Z,False,"I support UKRAINE, NATO, US, ISRAEL and the West!. Most of you support Russia invasion of Ukraine but you're crying about Gaza and Palestine, Israel has a legitimate reason for the war in Gaza based on 7/10 what's Russia excuse to invade Ukraine?.",0,0,0,25,[],[],[],https://pbs.twimg.com/profile_images/1701672084290625536/439K6_Nb_bigger.jpg,https://x.com/majorofx/status/1859150281566486995,tweet_id:1859150281566486995,support ukraine nato u israel west support russia invasion ukraine cry gaza palestine israel legitimate reason war gaza based russia excuse invade ukraine
103,Ron: Proud Jew,@RonbamThe,2024-11-20T08:22:21.000Z,False,"Neither has Israel, but the UN and the Red-Green alliance keep accusing us of it.",0,0,0,2,[],[],[],https://pbs.twimg.com/profile_images/1169204274724839424/O5H_nQQh_bigger.jpg,https://x.com/RonbamThe/status/1859150273471476040,tweet_id:1859150273471476040,neither israel un alliance keep accusing u
104,Gatty for Tassie,@MenghaGypsy,2024-11-20T08:22:19.000Z,False,"She supports the Israel child killers, advocates for military camps for young people, I asked her for her diary and she's not subject to FOI. 

She associates warmongering maggots like Mike Bainbridge. 

If her lips are moving its for political survival.",0,0,0,7,[],[],[],https://pbs.twimg.com/profile_images/1858670687113895936/ScXoJSBJ_bigger.jpg,https://x.com/MenghaGypsy/status/1859150264785162618,tweet_id:1859150264785162618,support israel child killer advocate military camp young people asked diary subject foi associate warmongering maggot like mike bainbridge lip moving political survival
105,theleftylawyer | Free Palestine,@DontSayThatShot,2024-11-20T08:22:17.000Z,False,"She thinks the whole of humanity is just like her.

Problem is, the small minority of people who *are* like her seek out power and fuck over the vast majority of humanity.",0,0,0,3,[],[],[],https://pbs.twimg.com/profile_images/1787350321510879232/B3zxFwN3_bigger.jpg,https://x.com/DontSayThatShot/status/1859150258426585099,tweet_id:1859150258426585099,think whole humanity like problem small minority people like seek power fuck vast majority humanity
106,mohanad afana,@mohanadafana120,2024-11-20T08:22:15.000Z,False,sorry for commenting here.I am writing to you from Gaza and trying to get my family out of here safely.I hope you can donate and share to help us link in bio,0,0,0,4,[],[],"['\\U0001f339', '\\U0001f979']",https://pbs.twimg.com/profile_images/1855120383210295296/m-A3Wo6__bigger.jpg,https://x.com/mohanadafana120/status/1859150250419663289,tweet_id:1859150250419663289,sorry commenting writing gaza trying get family hope donate share help u link bio
107,The National,@TheNationalNews,2024-11-20T08:22:11.000Z,True,"Lebanese soldier killed after Israeli attack targeted an army vehicle in southern LebanonDirect flight routes from Israel to major cities have been suspended for two months and some indefinitely

Follow our live blog for more updates:",0,0,0,163,[],[],"['\\u26ab', '\\u26ab']",https://pbs.twimg.com/profile_images/1649379820675973124/qsU1-tEC_bigger.jpg,https://x.com/TheNationalNews/status/1859150232711278773,tweet_id:1859150232711278773,lebanese soldier killed israeli attack targeted army vehicle southern lebanondirect flight route israel major city suspended two month indefinitely follow live blog update
108,FREE PALESTINEkabara z fusyli,@temification,2024-11-20T08:22:11.000Z,False,You're supposed to not be disabled. You're supposed to not inconvenience others with your illness and DEFINITELY not let it affect your productivity in capitalism. There's no answer this society accepts that's fair and kind to people with disabilities.,0,0,0,4,[],[],[],https://pbs.twimg.com/profile_images/1532285123059601408/7p0Atvc0_bigger.png,https://x.com/temification/status/1859150232472227842,tweet_id:1859150232472227842,supposed disabled supposed inconvenience others illness definitely let affect productivity capitalism answer society accepts fair kind people disability
109,V PALESTINE,@V_Palestine20,2024-11-20T08:22:08.000Z,False,"British-American actor and The Vampire Diaries star, Michael Malarkey, refuses a Starbucks coffee and asks his fans to boycott Starbucks for supporting genocide.",0,0,0,27,[],[],[],https://pbs.twimg.com/profile_images/1509265141606588422/NlAuDdqn_bigger.jpg,https://x.com/V_Palestine20/status/1859150221898326096,tweet_id:1859150221898326096,actor vampire diary star michael malarkey refuse starbucks coffee asks fan boycott starbucks supporting genocide
110,Fazal Akbar Mughal,@akbar_tlp57726,2024-11-20T08:22:08.000Z,True,"As fast as the beast Netanyahu is targeting innocent children, the reason is that the population of Israel was not targeted. Kill the population of Israel more. Israel has a lot of money so it doesn't care about the damage Iran needs.  ",0,0,0,13,[],"['@IR_Urdu', '@IranNewsNow', '@united4iran']",[],https://pbs.twimg.com/profile_images/1855006565343895552/8exLju5L_bigger.jpg,https://x.com/akbar_tlp57726/status/1859150220929458613,tweet_id:1859150220929458613,fast beast netanyahu targeting innocent child reason population israel targeted kill population israel israel lot money care damage iran need
111,Goyionist,@fuckhamas0710,2024-11-20T08:22:06.000Z,True,"Gaza women are being raped and tortured by Hamas. 
Israelis certainly wouldn’t.",0,0,0,5,[],[],[],https://pbs.twimg.com/profile_images/1853241042260393984/-PaqHefQ_bigger.jpg,https://x.com/fuckhamas0710/status/1859150212452815285,tweet_id:1859150212452815285,gaza woman raped tortured hamas israeli certainly
112,Rebecca Winter,@SkyCatch_Her,2024-11-20T08:22:06.000Z,False,Obama was much tougher with Israel. Plenty of advice to go both ways.,0,0,0,4,[],[],[],https://pbs.twimg.com/profile_images/1834251005233713152/cPB6HxVC_bigger.jpg,https://x.com/SkyCatch_Her/status/1859150210783715730,tweet_id:1859150210783715730,obama much tougher israel plenty advice go way
113,MC,@m7mdmp42,2024-11-20T08:22:04.000Z,False,They came to make sure that their fathers' funding goes to the right person and that it is a plaything in Israel's hands as it should be.,0,0,0,7,[],[],[],https://pbs.twimg.com/profile_images/1720920649047166976/Ea3_OVzV_bigger.jpg,https://x.com/m7mdmp42/status/1859150202134819118,tweet_id:1859150202134819118,came make sure father funding go right person plaything israel hand
114,khalou Sidah,@AhmedSA94236620,2024-11-20T08:22:04.000Z,False,Ukraine-Russia latest: Biden approves anti-personnel mines for Ukraine as US closes Kyiv embassy over attack threat - BBC News- FREE FREE PALESTINE,0,0,0,62,[],[],[],https://pbs.twimg.com/profile_images/1816244506930405376/L-SrGwi6_bigger.jpg,https://x.com/AhmedSA94236620/status/1859150201811882310,tweet_id:1859150201811882310,latest biden approves mine ukraine u close kyiv embassy attack threat bbc free free palestine
115,فريد,@R34lB0rg,2024-11-20T08:22:02.000Z,True,"At the moment, Israel has four options:
1.) move to the USA
2.) move to Germany
3.) move to Antarctica
4.) move to the Moon
If they continue this Genocide, they may be left with option 4 and Musk / SpaceX as ultima ratio.",0,0,0,25,[],[],[],https://pbs.twimg.com/profile_images/1839877466938281984/ZCSI0dE-_bigger.jpg,https://x.com/R34lB0rg/status/1859150194203389986,tweet_id:1859150194203389986,moment israel four option move usa move germany move antarctica move moon continue genocide may left option musk spacex ultima ratio
116,Gulf News,@gulf_news,2024-11-20T08:22:02.000Z,True,Netanyahu offers a $5 million reward for each hostage returnedIsrael-Hamas talks to free the hostages have stalled after months of efforts,0,0,0,209,[],[],[],https://pbs.twimg.com/profile_images/1274589861308235776/Zbiu5Z5P_bigger.jpg,https://x.com/gulf_news/status/1859150193674911914,tweet_id:1859150193674911914,netanyahu offer million reward hostage talk free hostage stalled month effort
117,Tommer Koteck,@tommerkoteck,2024-11-20T08:21:57.000Z,False,"A Jew with trembling knees. In a war between Hamas and Israel , you are choosing the side of a terrorist organization. Shame on you",0,0,0,6,[],[],[],https://pbs.twimg.com/profile_images/1459285743302582282/7UNSTdfh_bigger.jpg,https://x.com/tommerkoteck/status/1859150175832293429,tweet_id:1859150175832293429,jew trembling knee war hamas israel choosing side terrorist organization shame
118,binne,@Bino22835144,2024-11-20T08:21:57.000Z,False,And how many baby they kill? And how many baby have israel kill?,0,0,0,2,[],[],[],https://pbs.twimg.com/profile_images/1145646902920339456/h87yfxIt_bigger.jpg,https://x.com/Bino22835144/status/1859150174968283235,tweet_id:1859150174968283235,many baby kill many baby israel kill
119,First Source Report,@FirstSourceNew,2024-11-20T08:21:54.000Z,True,An israeli terrorist from the Kfir Brigade was eliminated in North Gaza.,0,0,0,4,[],[],['\\u26a1\\ufe0f'],https://pbs.twimg.com/profile_images/1847984008224702465/prRjUxCr_bigger.jpg,https://x.com/FirstSourceNew/status/1859150161064177841,tweet_id:1859150161064177841,israeli terrorist kfir brigade eliminated north gaza
120,Ghady Bou Saba,@GhadyBouSaba,2024-11-20T08:21:54.000Z,False,"Submitting to the apartheid state of Israel is  her ""raison d'être"" as she confessed once indirectly...
I bet she didn't speak that loud in the presence of Xi, just like Starmer & Meloni...
The G7 is just a G2 with clowns...",0,0,0,8,[],[],[],https://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png,https://x.com/GhadyBouSaba/status/1859150160070115336,tweet_id:1859150160070115336,submitting apartheid state israel raison confessed indirectly bet speak loud presence xi like starmer meloni clown
121,עומרי חיים | Omri Haim,@HaimOmri,2024-11-20T08:21:53.000Z,False,"""This is only the beginning"" | On the way to maintain sovereignty in gaza Hamas murders it's own civilians - and takes pride in it#Gaza #hamasterrorist #HamasisISIS",0,0,0,78,"['#Gaza', '#hamasterrorist', '#HamasisISIS']",[],[],https://pbs.twimg.com/profile_images/1622900678942236672/RQxNfw66_bigger.jpg,https://x.com/HaimOmri/status/1859150155951284552,tweet_id:1859150155951284552,beginning way maintain sovereignty gaza hamas murder civilian take pride gaza hamasterrorist hamasisisis
122,Israel Israeli,@MickeySchneider,2024-11-20T08:21:52.000Z,False,"We  don't know. We are secular. Who cares?
The written prophets word only matters.",0,0,0,3,[],[],[],https://pbs.twimg.com/profile_images/1819752722066726912/pPJF-3zp_bigger.jpg,https://x.com/MickeySchneider/status/1859150153363386857,tweet_id:1859150153363386857,know secular care written prophet word matter
123,muhammad Zohan,@muhammadZohan88,2024-11-20T08:21:50.000Z,True," ISRAEL IS A TERRORIST STATE
SAVE PALESTINE",0,0,0,3,[],[],"['\\U0001f622', '\\U0001f62d', '\\U0001f622', '\\U0001f62d', '\\U0001f1ee\\U0001f1f1']",https://pbs.twimg.com/profile_images/1518921341503606787/1A9rfolz_bigger.jpg,https://x.com/muhammadZohan88/status/1859150145318776977,tweet_id:1859150145318776977,israel terrorist state save palestine
124,Milcotto,@milcotto,2024-11-20T08:21:50.000Z,True,"'The situation in Gaza is catastrophic! From north to south, from east to west, everything in it is being bombed, everyone in it is hungry.'",0,0,0,3,[],[],[],https://pbs.twimg.com/profile_images/1665455410214498311/qy0zEfcE_bigger.png,https://x.com/milcotto/status/1859150144756752427,tweet_id:1859150144756752427,situation gaza catastrophic north south east west everything bombed everyone hungry
125,Grand Paladin,@Gehad14563326,2024-11-20T08:21:48.000Z,False,What about the brave women of Gaza ? Why aren't you sharing their stories and suffering! Just wondering !!,0,0,0,3,[],[],"['\\U0001f914', '\\U0001f914']",https://pbs.twimg.com/profile_images/1720851783218552832/EO6DUkXb_bigger.jpg,https://x.com/Gehad14563326/status/1859150137206919377,tweet_id:1859150137206919377,brave woman gaza sharing story suffering wondering
126,May haidar,@aidarmay2,2024-11-20T08:21:48.000Z,False,Israel 'ALLYING' With ISIS To Starve Gaza - Shocking New Allegations In ... https://youtu.be/pPahBbPUN1c?si=rRjcu1bedCUAfciH… via ,0,0,0,5,[],['@YouTube'],[],https://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png,https://x.com/aidarmay2/status/1859150135764062261,tweet_id:1859150135764062261,israel isi starve gaza shocking new allegation http via
127,Stephanie Grat סטפני,@StephInIsrael,2024-11-20T08:21:46.000Z,False,"Just like Hamas in Gaza, you never learn",0,0,0,10,[],[],[],https://pbs.twimg.com/profile_images/1826133432700727296/MvLcfi1d_bigger.jpg,https://x.com/StephInIsrael/status/1859150129032249390,tweet_id:1859150129032249390,like hamas gaza never learn
128,Don,@DonKline007,2024-11-20T08:21:46.000Z,True,"Milei is preparing Argentina as a last resort escape should the USA not intervene to save Israel from its wars, and they lose Ukraine to Russia.",0,0,0,38,[],[],[],https://pbs.twimg.com/profile_images/1843386481009647616/DA5mfuqm_bigger.jpg,https://x.com/DonKline007/status/1859150127832649747,tweet_id:1859150127832649747,milei preparing argentina last resort escape usa intervene save israel war lose ukraine russia
129,Zara Hayatt,@zara_hayatt,2024-11-20T08:21:43.000Z,False,"Arrival of students from Gaza in Pakistan: 'When people know that we are Palestinians, no one takes money'#Pakistan #painful #ElectionDay",0,0,0,2,"['#Pakistan', '#painful', '#ElectionDay']",[],[],https://pbs.twimg.com/profile_images/1828855233721540608/b3q797Rf_bigger.jpg,https://x.com/zara_hayatt/status/1859150117099520497,tweet_id:1859150117099520497,arrival student gaza pakistan people know palestinian one take money pakistan painful electionday
130,Sophie C,@2020scann,2024-11-20T08:21:43.000Z,False,"Has the West gone completely mad?  Champions of 'liberty' label an occupied, beseiged, brutally subjugated people 'terrorists' for exercising their right to armed struggle. The 'free' Press extolls their genociders, who have all but erased Palestine, as victims.

Now WWIII ???",0,0,0,21,[],[],[],https://pbs.twimg.com/profile_images/1605251845244461070/9a0AoKpM_bigger.jpg,https://x.com/2020scann/status/1859150116180857180,tweet_id:1859150116180857180,west gone completely mad champion label occupied beseiged brutally subjugated people exercising right armed struggle press extolls genociders erased palestine victim wwiii
131,tristyn,@slutowens,2024-11-20T08:21:42.000Z,False,And fuck Palestine are you gonna go over seas from your loving family to help the other loving family?,0,0,0,3,[],[],[],https://pbs.twimg.com/profile_images/1858448451555471360/qUuwOdGE_bigger.jpg,https://x.com/slutowens/status/1859150111776879075,tweet_id:1859150111776879075,fuck palestine gon na go sea loving family help loving family
132,West Bank patriot,@Jeninite_king,2024-11-20T08:21:42.000Z,False,Cold take: Israel is magnitudes worse than ISIS,0,0,0,34,[],[],[],https://pbs.twimg.com/profile_images/1847630602385670145/xOPXwgSG_bigger.jpg,https://x.com/Jeninite_king/status/1859150109692338185,tweet_id:1859150109692338185,cold take israel magnitude worse isi
133,199456,@UzoMuahdib,2024-11-20T08:21:42.000Z,False,"They own the real estate where those buttons and threads are sold, shopping blocks etc. 

Zvekutengesa mabuttons itori pastime so they have something to do. #FreePalestine#PalestineGenocide#Palestine",0,0,0,5,"['#FreePalestine', '#PalestineGenocide', '#Palestine']",[],"['\\U0001f605', '\\U0001f1f5\\U0001f1f8']",https://pbs.twimg.com/profile_images/1719050239267467264/cSI7cuQi_bigger.jpg,https://x.com/UzoMuahdib/status/1859150109470048562,tweet_id:1859150109470048562,real estate button thread sold shopping block etc zvekutengesa mabuttons itori pastime something freepalestine palestinegenocide palestine
134,old city cats,@lwixn89076316,2024-11-20T08:21:41.000Z,False,"Fail losing blood movement go save yourself in Idlib first, don’t have shit about Syrian Kurds in Rojava but pray for Sudan and Palestine. lol what oppressed people.",0,0,0,4,[],[],[],https://pbs.twimg.com/profile_images/1838298332570992640/-Upp_-lp_bigger.jpg,https://x.com/lwixn89076316/status/1859150107226124322,tweet_id:1859150107226124322,fail losing blood movement go save idlib first shit syrian kurd rojava pray sudan palestine lol oppressed people
135,man,@francofredasst2,2024-11-20T08:21:38.000Z,False,"Because the state of israel is jewish??? I am defending catholic christian conquerors that stopped human sacrificeGaza has nothing to do with what i am defending complete and utter nothingburger
Its literally an ad hominem",0,0,0,11,[],[],[],https://pbs.twimg.com/profile_images/1856476672339361792/tAvJP5Fs_bigger.jpg,https://x.com/francofredasst2/status/1859150096014668248,tweet_id:1859150096014668248,state israel jewish defending catholic christian conqueror stopped human sacrificegaza nothing defending complete utter nothingburger literally ad hominem
136,НАЦИК ПЕЙСАТИЙ,@CirnoRip2024,2024-11-20T08:21:38.000Z,False,Why would the evil zios treat the innocent hamas members in israel on the  7th of october like that?,0,0,0,5,[],[],[],https://pbs.twimg.com/profile_images/1815006957360553984/KmlvfYjv_bigger.jpg,https://x.com/CirnoRip2024/status/1859150095406539028,tweet_id:1859150095406539028,would evil zios treat innocent hamas member israel october like
137,North Herts Palestine Solidarity Campaign,@NHertsPsc,2024-11-20T08:21:36.000Z,True,"“This is the moment we choose - does Global Britain have a moral centre or are we a country that turns a blind eye to genocide?”

                — Lisa Nandy MP (2021)",0,0,0,15,[],[],[],https://pbs.twimg.com/profile_images/1773469856257421312/n10xtiHH_bigger.jpg,https://x.com/NHertsPsc/status/1859150084799094918,tweet_id:1859150084799094918,moment choose global britain moral centre country turn blind eye genocide lisa nandy mp
138,Chris Hutchinson,@ChrisHu34451470,2024-11-20T08:21:34.000Z,False,"A heartbroken Palestinian father bids farewell to his infant after an Israeli bomb destroyed the home of the Abu Warda family in Nuseirat, in central Gaza Strip.",0,0,0,12,[],[],[],https://pbs.twimg.com/profile_images/1700778523601051648/1HB3-ZNe_bigger.jpg,https://x.com/ChrisHu34451470/status/1859150077538992163,tweet_id:1859150077538992163,heartbroken palestinian father bid farewell infant israeli bomb destroyed home abu warda family nuseirat central gaza strip
139,Pamastymui,@Pamastymui,2024-11-20T08:21:34.000Z,False,Wow... It would make a very discreet assassination... #CIA #Israel,0,0,0,1,"['#CIA', '#Israel']",[],[],https://pbs.twimg.com/profile_images/1005922167731695616/EjZCnrc2_bigger.jpg,https://x.com/Pamastymui/status/1859150076121080176,tweet_id:1859150076121080176,wow would make discreet assassination cia israel
140,Cure Naturally LLC,@CureNaturally,2024-11-20T08:21:32.000Z,False,"NO!!!
NEVER!!!Israel is a GENOCIDAL entity, its regime is WAR CRIMINALS.
America NEEDS to STOP supporting such an entity for the GOOD of humanity.Supporting a GENOCIDAL/ OCCUPIER Israel is the biggest mistake U.S. can make, it ISOLATE America & is extremely DIVISIVE!",0,0,0,1,[],[],"['\\u2665\\ufe0f', '\\U0001f30d', '\\U0001f621']",https://pbs.twimg.com/profile_images/471811544670404608/CGXq0MD0_bigger.png,https://x.com/CureNaturally/status/1859150068948828373,tweet_id:1859150068948828373,never israel genocidal entity regime war criminal america need stop supporting entity good occupier israel biggest mistake make isolate america extremely divisive
141,J for joy,@DongHe798795,2024-11-20T08:21:28.000Z,False,First get your number right. Half of the casualties in Gaza were Hamas. 70% of the remaining half ARE NOT WOMEN AND CHILDREN.,0,0,0,6,[],[],[],https://pbs.twimg.com/profile_images/1712708194471186432/jcvTlDLv_bigger.png,https://x.com/DongHe798795/status/1859150052020941231,tweet_id:1859150052020941231,first get number right half casualty gaza hamas remaining half woman child
142,808 crashout sigma from ohio,@MarcusTher57520,2024-11-20T08:21:28.000Z,False,"What flag? Not even from palestine if that's what you're referring to
Also unit 731 and the rape of nanking have been proven many times",0,0,0,9,[],[],[],https://pbs.twimg.com/profile_images/1839927551952900096/uEtPoEuS_bigger.jpg,https://x.com/MarcusTher57520/status/1859150051463098665,tweet_id:1859150051463098665,flag even palestine referring also unit rape nanking proven many time
143,muhammad Zohan,@muhammadZohan88,2024-11-20T08:21:27.000Z,True," ISRAEL IS A TERRORIST STATE
SAVE PALESTINE",0,0,0,5,[],[],"['\\U0001f622', '\\U0001f62d', '\\U0001f622', '\\U0001f62d', '\\U0001f1ee\\U0001f1f1']",https://pbs.twimg.com/profile_images/1518921341503606787/1A9rfolz_bigger.jpg,https://x.com/muhammadZohan88/status/1859150049713819961,tweet_id:1859150049713819961,israel terrorist state save palestine
144,Ayub Dawood,@Aiyub_Dawood,2024-11-20T08:21:27.000Z,False,"Then show it here on the world factbook page on Gaza, faceless, Zionist terrorist cowardhttps://cia.gov/the-world-factbook/countries/gaza-strip/…",0,0,0,4,[],[],[],https://pbs.twimg.com/profile_images/1703637462592126976/dMKW89DD_bigger.jpg,https://x.com/Aiyub_Dawood/status/1859150046484136305,tweet_id:1859150046484136305,show world factbook page gaza faceless zionist terrorist cowardhttps
145,Melly Kelly,@Melly2000036690,2024-11-20T08:21:25.000Z,False,Fed propaganda our whole lives about EVERYTHING. Palestine has freed us all,0,0,0,9,[],[],[],https://pbs.twimg.com/profile_images/1805553971291209730/tCzfcOUu_bigger.jpg,https://x.com/Melly2000036690/status/1859150040448843812,tweet_id:1859150040448843812,fed propaganda whole life everything palestine freed u
146,Ravish Shah,@RavishShah92986,2024-11-20T08:21:25.000Z,False,Oh sooo I am talking to abdul . Saar please save palestine saar please saar we good muslims saar save gaza saar lol,0,0,0,10,[],[],"['\\U0001f923', '\\U0001f923', '\\U0001f923', '\\U0001f923', '\\U0001f923', '\\U0001f923', '\\U0001f923']",https://pbs.twimg.com/profile_images/1844299032879038469/hWc7aQhQ_bigger.png,https://x.com/RavishShah92986/status/1859150038179475648,tweet_id:1859150038179475648,oh sooo talking abdul saar please save palestine saar please saar good muslim saar save gaza saar lol
147,phillys black marxist ☭,@Forever_noir_,2024-11-20T08:21:22.000Z,False,"Most Zionists aren’t Jewish, they’re just capitalists mostly who understand that Israel is a wing of US imperialism. Something to consider is that movies in America have to be ran through the state department and anything that calls into question their imperialist project is cut",0,0,0,8,[],[],[],https://pbs.twimg.com/profile_images/1453129912139853827/W00Z7_oF_bigger.jpg,https://x.com/Forever_noir_/status/1859150027928576166,tweet_id:1859150027928576166,zionist jewish capitalist mostly understand israel wing u imperialism something consider movie america ran state department anything call question imperialist project cut
148,Alan warr,@shiatsu_yoga,2024-11-20T08:21:20.000Z,False,Israel drops bombs on schools & hospitals & buries 200000 women kids n children and old people and its “not genocide”. The international Court of Justice independently named Israel as an apartheid state committing the most atrocious war crimes in living memory. Genocide denier,0,0,0,3,[],[],['\\U0001f60f'],https://pbs.twimg.com/profile_images/3175318476/1f47244d865f6571786bec99741cff41_bigger.jpeg,https://x.com/shiatsu_yoga/status/1859150017644413300,tweet_id:1859150017644413300,israel drop bomb school hospital buries woman kid n child old people genocide international court justice independently named israel apartheid state committing atrocious war crime living memory genocide denier
149,muhammad Zohan,@muhammadZohan88,2024-11-20T08:21:19.000Z,True," ISRAEL IS A TERRORIST STATE
SAVE PALESTINE",0,0,0,3,[],[],"['\\U0001f622', '\\U0001f62d', '\\U0001f622', '\\U0001f62d', '\\U0001f1ee\\U0001f1f1']",https://pbs.twimg.com/profile_images/1518921341503606787/1A9rfolz_bigger.jpg,https://x.com/muhammadZohan88/status/1859150015450538168,tweet_id:1859150015450538168,israel terrorist state save palestine
150,Jonah Perl,@perl8723,2024-11-20T08:21:17.000Z,True,"With the Almighty's help...

From the River to the Sea, Palestine will be Free. 

-Jonah the Jew 

Please, check out my Substack article entitled, ""UNDERSTANDING THE MOTIVATIONS BEHIND THE SEEMINGLY ILLOGICAL BEHAVIOR OF THE ZIONIST STATE."" ",0,0,0,4,[],[],[],https://pbs.twimg.com/profile_images/1854730842024587277/u5CtEIuh_bigger.jpg,https://x.com/perl8723/status/1859150006562766965,tweet_id:1859150006562766965,almighty help river sea palestine free jew please check substack article entitled understanding motivation behind seemingly illogical behavior zionist state
151,Geschichts- & Lernort Kolonialismus,@GUnrecht,2024-11-20T08:21:17.000Z,False,"Is  ready to support joint school book commission between Tanzania & Germany to address entangled colonial history? As for Poland, Czech Republic & Israel with Leibniz Institute      ",0,0,0,21,[],"['@GermanyTanzania', '@GeorgEckert', '@wizara_elimuTz', '@UbaloziGermany', '@NancyLater', '@TanzaniaNetwork', '@kindmari']",[],https://pbs.twimg.com/profile_images/1344219353953284096/pk4ZFdqi_bigger.jpg,https://x.com/GUnrecht/status/1859150004830535892,tweet_id:1859150004830535892,ready support joint school book commission tanzania germany address entangled colonial history poland czech republic israel leibniz institute
152,Coosss,@Coosss2,2024-11-20T08:21:16.000Z,False,"Just an innocent child who needs tratment, help her save her #Election2024 #Gaza",0,0,0,3,"['#Election2024', '#Gaza']",[],[],https://pbs.twimg.com/profile_images/1721123468886863872/yDqqPbpR_bigger.jpg,https://x.com/Coosss2/status/1859150003240902880,tweet_id:1859150003240902880,innocent child need tratment help save gaza
153,Jeremy Jones,@Jerewolfbear,2024-11-20T08:21:16.000Z,False,"Look who's talking. I still haven't seen ur I also condemn Israeli actions.  ""I dun support all of what Israel does.""",0,0,0,5,[],[],[],https://pbs.twimg.com/profile_images/1293447715917979648/9vDeYAsI_bigger.jpg,https://x.com/Jerewolfbear/status/1859150003178213552,tweet_id:1859150003178213552,look talking still seen ur also condemn israeli action dun support israel
154,Mohadeseh,@Mohadeseh___313,2024-11-20T08:21:14.000Z,False,"Ali Akbar Raifipour:#Israel is not a country, but a time period#FreePalestine",0,0,0,5,"['#Israel', '#FreePalestine']",[],[],https://pbs.twimg.com/profile_images/1846419315748200449/vqhbqf3f_bigger.jpg,https://x.com/Mohadeseh___313/status/1859149992448913526,tweet_id:1859149992448913526,ali akbar raifipour israel country time period freepalestine
155,markcon1776,@markcon1776,2024-11-20T08:21:13.000Z,False,Care less for Israel. If you believe Israel is the head of world domination cabal that's your right. It's the rich and many of the richest are Jews.  But doesn't mean you support their enemies. A fake Palestinian country made up of every Muslim countries Terrorist,0,0,0,4,[],[],[],https://pbs.twimg.com/profile_images/1748484234505801728/dc7zlHuI_bigger.jpg,https://x.com/markcon1776/status/1859149990309876130,tweet_id:1859149990309876130,care less israel believe israel head world domination cabal right rich many richest jew mean support enemy fake palestinian country made every muslim country terrorist
